0,1,2,3
単勝,2,1630,7
複勝,2 10 9,450 200 200,7 3 4
枠連,2 - 8,2280,11
馬連,2 - 10,5620,20
ワイド,2 - 10 2 - 9 9 - 10,"1,560 1,600 700",19 20 12
馬単,2 → 10,11460,39
三連複,2 - 9 - 10,12350,39
三連単,2 → 10 → 9,85190,242
