0,1,2,3
単勝,9,170,1
複勝,9 4 3,110 120 140,1 2 3
枠連,4 - 8,290,1
馬連,4 - 9,370,1
ワイド,4 - 9 3 - 9 3 - 4,170 210 380,1 2 6
馬単,9 → 4,510,1
三連複,3 - 4 - 9,630,1
三連単,9 → 4 → 3,1570,1
