0,1,2,3
単勝,5,190,1
複勝,5 13 8,110 120 140,1 2 3
枠連,4 - 8,270,1
馬連,5 - 13,320,1
ワイド,5 - 13 5 - 8 8 - 13,170 230 280,1 2 3
馬単,5 → 13,500,1
三連複,5 - 8 - 13,470,1
三連単,5 → 13 → 8,1310,1
