着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,7,11,コロマンデル,牡5,57,ルメール,1:24.1,,3.7,2,452(-2),[西] 安田隆行
2,6,9,ブラインドサイド,セ8,57,福永祐一,1:24.1,クビ,22.7,6,498(0),[東] 加藤征弘
3,8,13,ショウナンカサロ,牝5,55,吉田豊,1:24.2,3/4,64.1,10,470(+2),[東] 古賀史生
4,8,14,ディーズプラネット,牝4,55,村田一誠,1:24.4,1,4.4,3,500(-2),[東] 藤原辰雄
5,7,12,チェリーサマー,牡5,57,野中悠太,1:24.4,クビ,60.0,9,516(0),[東] 小西一男
6,6,10,ハルクンノテソーロ,牡3,55,大野拓弥,1:24.5,クビ,5.4,4,476(-2),[東] 高木登
7,5,8,オニノシタブル,牡6,57,柴田大知,1:24.6,1/2,29.7,7,490(+8),[東] 矢野英一
8,3,4,コアレスキング,牡7,57,三浦皇成,1:24.6,ハナ,94.3,11,544(+6),[東] 尾形充弘
9,4,5,ペプチドウォヘッド,牡5,57,横山典弘,1:24.6,アタマ,127.6,12,460(+4),[西] 木原一良
10,3,3,エイシンビジョン,牡4,57,戸崎圭太,1:24.7,クビ,3.0,1,470(0),[西] 藤原英昭
11,5,7,フレンドスイート,牝6,55,柴田善臣,1:25.0,2,198.6,14,472(0),[東] 南田美知
12,4,6,クライスマイル,牡6,57,石橋脩,1:25.0,ハナ,31.3,8,472(+6),[東] 大和田成
13,1,1,クワドループル,牡5,57,蛯名正義,1:25.1,クビ,147.7,13,494(+2),[東] 小島太
14,2,2,グラスエトワール,牝5,55,北村宏司,1:25.3,1.1/4,14.7,5,496(0),[東] 牧光二
