0,1,2,3
単勝,9,670,3
複勝,9 11 1,250 550 530,3 8 7
枠連,5 - 6,4300,12
馬連,9 - 11,7930,22
ワイド,9 - 11 1 - 9 1 - 11,"2,040 1,690 4,760",22 18 42
馬単,9 → 11,12070,38
三連複,1 - 9 - 11,37610,93
三連単,9 → 11 → 1,168930,428
