0,1,2,3
単勝,12,130,1
複勝,12 6 8,110 540 580,1 7 8
枠連,5 - 8,1460,5
馬連,6 - 12,2370,8
ワイド,6 - 12 8 - 12 6 - 8,"920 970 8,460",9 11 46
馬単,12 → 6,2560,10
三連複,6 - 8 - 12,13990,41
三連単,12 → 6 → 8,36520,103
