0,1,2,3
単勝,6,350,2
複勝,6 1 5,120 170 130,1 4 2
枠連,1 - 4,810,3
馬連,1 - 6,930,2
ワイド,1 - 6 5 - 6 1 - 5,330 220 360,2 1 3
馬単,6 → 1,1480,4
三連複,1 - 5 - 6,740,1
三連単,6 → 1 → 5,4670,5
