0,1,2,3
単勝,9,230,1
複勝,9 2 4,130 210 220,1 3 4
枠連,1 - 5,730,2
馬連,2 - 9,830,1
ワイド,2 - 9 4 - 9 2 - 4,350 460 770,1 3 7
馬単,9 → 2,1160,1
三連複,2 - 4 - 9,1930,2
三連単,9 → 2 → 4,5350,2
