着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,4,7,ディアデルレイ,牡5,57,内田博幸,1:34.6,,3.3,1,506(+2),[東] 牧光二
2,4,8,クインズサターン,牡3,56,石川裕紀,1:34.8,1.1/4,4.4,2,466(+6),[西] 野中賢二
2,8,15,クロフネビームス,牝4,55,吉田豊,1:34.8,同着,7.1,4,480(+2),[東] 尾形充弘
4,1,1,イーグルフェザー,牡3,56,石橋脩,1:34.8,ハナ,9.1,5,484(0),[東] 小笠倫弘
5,8,16,アルタイル,牡4,57,武士沢友,1:34.9,1/2,31.8,8,480(-6),[東] 手塚貴久
6,3,6,パワーポケット,牡4,57,田中勝春,1:35.1,1.1/4,32.1,9,540(-2),[東] 二ノ宮敬
7,6,12,コアレスキング,牡6,57,蛯名正義,1:35.1,クビ,35.4,10,542(+2),[東] 尾形充弘
8,2,4,コスモカナディアン,牡3,56,柴田大知,1:35.2,1/2,13.2,6,474(+2),[東] 金成貴史
9,7,13,ダノンフェイス,牡3,56,和田竜二,1:35.3,3/4,4.9,3,524(0),[西] 大久保龍
10,7,14,クロスボウ,牡6,57,田辺裕信,1:35.3,アタマ,39.8,11,522(+2),[東] 国枝栄
11,5,10,ベルウッドケルン,牡4,57,柴田善臣,1:35.6,1.3/4,86.4,12,474(-2),[東] 本間忍
12,6,11,クラシックメタル,セ5,57,柴山雄一,1:35.7,1/2,98.7,13,500(-12),[東] 二ノ宮敬
13,3,5,シャドウチェイサー,セ4,57,北村宏司,1:35.8,3/4,21.7,7,474(+16),[東] 藤沢和雄
14,1,2,シグナルプロシード,セ6,57,坂井瑠星,1:36.0,1.1/4,192.9,15,508(+4),[西] 高橋義忠
15,5,9,プラントハンター,牡6,57,勝浦正樹,1:36.1,3/4,285.2,16,464(+4),[東] 水野貴広
16,2,3,ニットウビクトリー,牡7,57,松田大作,1:36.7,3.1/2,163.6,14,496(+4),[東] 高橋文雅
