着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,3,6,ラストダンサー,牡5,57,田辺裕信,1:22.2,,28.4,8,448(-4),[東] 久保田貴
2,8,15,プレスティージオ,牡3,55,幸英明,1:22.7,3,5.9,3,474(+4),[西] 大根田裕
3,7,13,ブラインドサイド,セ7,57,吉田隼人,1:22.8,3/4,22.2,7,496(+6),[東] 加藤征弘
4,5,9,サウススターマン,牡5,57,川田将雅,1:22.8,ハナ,2.9,1,514(+4),[西] 加用正
5,4,7,アールプロセス,牡5,57,ルメール,1:22.8,アタマ,4.8,2,514(-6),[東] 萩原清
6,7,14,ナンヨーマーク,牡5,57,柴山雄一,1:23.0,1.1/4,135.8,14,520(0),[西] 松田国英
7,3,5,ニットウスバル,牡4,57,柴田善臣,1:23.0,ハナ,9.9,6,516(+4),[東] 高橋文雅
8,1,2,ビッグリバティ,牡7,57,戸崎圭太,1:23.1,クビ,7.9,4,520(0),[東] 大和田成
9,6,11,スウィープアウェイ,牡5,57,松岡正海,1:23.1,クビ,52.6,11,472(+2),[東] 矢野英一
10,5,10,ランドマーキュリー,牡6,57,丸田恭介,1:23.2,1/2,66.2,13,522(0),[西] 安達昭夫
11,4,8,イクラトロ,牡5,57,蛯名正義,1:23.2,ハナ,9.5,5,436(+6),[西] 矢作芳人
12,1,1,トウカイビジョン,牡6,57,岩田康誠,1:24.0,5,35.2,10,504(+2),[西] 野中賢二
13,8,16,マシェリガール,牝3,53,大野拓弥,1:24.1,クビ,202.1,16,502(+8),[東] 菅原泰夫
14,2,3,メイショウカノン,牡5,57,武豊,1:24.4,1.3/4,61.2,12,482(+8),[東] 小島太
15,2,4,ヴァーノン,牡5,57,内田博幸,1:25.4,6,33.9,9,502(-2),[東] 高橋文雅
16,6,12,キリシマオジョウ,牝3,53,武士沢友,1:25.4,ハナ,151.7,15,526(+12),[東] 石毛善彦
