0,1,2,3
単勝,2,390,1
複勝,2 9 7,140 170 210,1 3 5
枠連,2 - 8,540,1
馬連,2 - 9,820,2
ワイド,2 - 9 2 - 7 7 - 9,"370 520 1,000",2 6 20
馬単,2 → 9,1740,4
三連複,2 - 7 - 9,2810,12
三連単,2 → 9 → 7,10770,32
