着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,5,6,トウシンモンステラ,牡4,57,武豊,2:16.8,,2.5,1,488(-4),[西] 村山明
2,4,4,アドマイヤツヨシ,牡4,57,福永祐一,2:16.9,3/4,6.7,4,462(+4),[西] 松田博資
3,6,8,ペプチドアマゾン,牡4,57,浜中俊,2:17.0,3/4,6.1,2,482(+14),[西] 吉村圭司
4,1,1,タイキプレミアム,牡5,57,小牧太,2:17.2,1.1/4,6.2,3,474(-4),[西] 池江泰寿
5,7,9,アンバサドゥール,牡5,57,国分恭介,2:17.4,1.1/2,125.6,11,460(+2),[東] 高市圭二
6,5,5,レッドルーラー,牡4,57,川田将雅,2:17.5,クビ,11.2,6,494(+8),[西] 松田博資
7,8,12,ジェラルド,セ5,57,川須栄彦,2:17.8,1.3/4,27.2,9,472(-2),[西] 友道康夫
8,8,11,ウエスタンレベッカ,牝4,55,高倉稜,2:17.9,1/2,8.5,5,436(-2),[西] 崎山博樹
9,3,3,アムールブリエ,牝3,52,松山弘平,2:18.0,3/4,25.0,8,486(0),[西] 松永幹夫
10,2,2,スズカアンペール,牡6,57,幸英明,2:18.0,ハナ,51.7,10,474(-6),[西] 高橋康之
11,7,10,メイショウシレトコ,牡6,57,国分優作,2:18.1,クビ,141.9,12,466(-8),[西] 梅内忍
12,6,7,ラニカイツヨシ,牡5,57,和田竜二,2:18.4,1.3/4,14.6,7,482(+4),[西] 山内研二
