0,1,2,3
単勝,9,180,1
複勝,9 8 3,110 110 140,1 2 4
枠連,7 - 8,270,1
馬連,8 - 9,300,1
ワイド,8 - 9 3 - 9 3 - 8,150 230 320,1 3 6
馬単,9 → 8,450,1
三連複,3 - 8 - 9,500,2
三連単,9 → 8 → 3,1320,3
