0,1,2,3
単勝,4,160,1
複勝,4 2 14,110 130 140,1 2 3
枠連,1 - 2,350,1
馬連,2 - 4,380,1
ワイド,2 - 4 4 - 14 2 - 14,180 220 460,1 2 4
馬単,4 → 2,530,1
三連複,2 - 4 - 14,650,1
三連単,4 → 2 → 14,1760,1
