0,1,2,3
単勝,3,400,2
複勝,3 8 10,110 110 110,3 2 1
枠連,3 - 6,540,3
馬連,3 - 8,710,3
ワイド,3 - 8 3 - 10 8 - 10,230 190 190,3 1 2
馬単,3 → 8,1290,6
三連複,3 - 8 - 10,480,1
三連単,3 → 8 → 10,3450,10
