0,1,2,3
単勝,10,480,3
複勝,10 4 9,220 220 630,4 3 8
枠連,2 - 5,1580,8
馬連,4 - 10,1960,8
ワイド,4 - 10 9 - 10 4 - 9,"750 2,160 2,320",8 21 22
馬単,10 → 4,3430,13
三連複,4 - 9 - 10,15600,43
三連単,10 → 4 → 9,55700,170
