0,1,2,3
単勝,11,250,1
複勝,11 9 6,120 170 160,1 3 2
枠連,7 - 8,450,1
馬連,9 - 11,860,2
ワイド,9 - 11 6 - 11 6 - 9,320 270 680,2 1 8
馬単,11 → 9,1300,2
三連複,6 - 9 - 11,1490,1
三連単,11 → 9 → 6,5100,2
