0,1,2,3
単勝,6,490,3
複勝,6 3 2,190 580 210,3 9 4
枠連,3 - 6,4690,16
馬連,3 - 6,6130,26
ワイド,3 - 6 2 - 6 2 - 3,"1,920 710 1,970",25 9 26
馬単,6 → 3,9480,44
三連複,2 - 3 - 6,12150,50
三連単,6 → 3 → 2,63920,262
