0,1,2,3
単勝,4,520,3
複勝,4 9 10,140 110 230,2 1 5
枠連,4 - 8,410,1
馬連,4 - 9,400,1
ワイド,4 - 9 4 - 10 9 - 10,190 640 430,1 9 5
馬単,4 → 9,1180,5
三連複,4 - 9 - 10,1360,4
三連単,4 → 9 → 10,6590,19
