0,1,2,3
単勝,10,300,2
複勝,10 9 7,130 520 130,1 8 2
枠連,7 - 8,970,4
馬連,9 - 10,3640,13
ワイド,9 - 10 7 - 10 7 - 9,"880 190 1,380",13 1 19
馬単,10 → 9,5520,20
三連複,7 - 9 - 10,2500,8
三連単,10 → 9 → 7,19030,59
