0,1,2,3
単勝,15,5340,13
複勝,15 14 10,"1,200 560 200",13 9 1
枠連,7 - 8,5270,19
馬連,14 - 15,59590,94
ワイド,14 - 15 10 - 15 10 - 14,"12,390 4,840 1,820",92 51 23
馬単,15 → 14,121790,187
三連複,10 - 14 - 15,102700,236
三連単,15 → 14 → 10,1025380,1685
