0,1,2,3
単勝,5,1950,5
複勝,5 13 4,"690 1,040 380",5 7 3
枠連,4 - 8,2620,9
馬連,5 - 13,17620,32
ワイド,5 - 13 4 - 5 4 - 13,"4,450 1,110 2,380",33 12 23
馬単,5 → 13,42930,63
三連複,4 - 5 - 13,27210,65
三連単,5 → 13 → 4,247870,433
