0,1,2,3
単勝,9,470,1
複勝,9 13 5,210 180 250,2 1 5
枠連,5 - 7,1020,3
馬連,9 - 13,1360,2
ワイド,9 - 13 5 - 9 5 - 13,"620 1,380 1,530",2 12 16
馬単,9 → 13,2610,3
三連複,5 - 9 - 13,7810,17
三連単,9 → 13 → 5,35550,72
