0,1,2,3
単勝,4,180,1
複勝,4 2 5,110 130 140,1 2 4
馬連,2 - 4,440,1
ワイド,2 - 4 4 - 5 2 - 5,180 200 370,1 3 4
馬単,4 → 2,590,1
三連複,2 - 4 - 5,550,1
三連単,4 → 2 → 5,1610,1
