着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,8,ニホンピロスクーロ,セ4,56,小牧太,1:48.9,,3.1,1,496(+6),[西] 服部利之
2,3,3,ナリタブレード,牡4,56,川又賢治,1:48.9,ハナ,3.3,2,510(0),[西] 中尾秀正
3,8,11,エスポワールミノル,牡4,56,富田暁,1:49.1,3/4,34.6,9,528(0),[西] 野中賢二
4,5,5,リーガルマナー,セ4,56,藤岡佑介,1:49.1,ハナ,14.2,5,488(-2),[西] 中内田充
5,4,4,ポールトゥウィン,牡4,56,浜中俊,1:49.3,1.1/2,3.9,3,500(0),[西] 西浦勝一
6,2,2,ブラックデビル,セ6,57,西村淳也,1:49.9,3.1/2,14.6,6,474(-2),[東] 中野栄治
7,6,7,ディザイアソング,牝5,55,原田和真,1:50.1,3/4,72.8,10,454(+6),[東] 金成貴史
8,8,12,ブランシェット,牝5,55,菱田裕二,1:50.1,クビ,22.0,7,422(-6),[西] 岡田稲男
9,7,10,コスモミローディア,牡5,57,丹内祐次,1:50.1,アタマ,107.7,12,470(0),[東] 天間昭一
10,1,1,サンライズサーカス,牡8,57,斎藤新,1:50.2,1/2,92.8,11,544(0),[西] 河内洋
11,5,6,アルマフォルト,牡4,56,藤岡康太,1:50.7,3,11.0,4,494(+2),[西] 木原一良
12,7,9,ニシノゲンセキ,牡6,57,勝浦正樹,1:50.8,クビ,27.3,8,478(-14),[東] 杉浦宏昭
