着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,1,1,アサクサゲンキ,セ6,61,熊沢重文,3:48.5,,1.9,1,462(-12),[西] 音無秀孝
2,6,6,スズカフューラー,牡7,60,森一馬,3:48.6,3/4,5.9,2,438(-4),[西] 茶木太樹
3,8,11,フリーフリッカー,牡7,60,高田潤,3:48.9,1.3/4,7.1,3,484(+2),[西] 安田隆行
4,3,3,レオビヨンド,牡5,60,小坂忠士,3:49.5,3.1/2,32.8,9,498(+4),[西] 高柳大輔
5,7,8,コウキチョウサン,牡8,62,石神深一,3:49.5,クビ,15.5,6,472(+6),[東] 和田正一
6,6,7,テイエムチューハイ,牡7,60,平沢健治,3:49.7,1.1/4,9.3,5,460(+2),[西] 五十嵐忠
7,8,10,マイネルパラディ,セ7,60,白浜雄造,3:50.1,2.1/2,28.9,8,472(+12),[西] 吉田直弘
8,2,2,クイックファイア,牡6,60,西谷誠,3:50.4,1.1/2,7.4,4,482(+6),[西] 中内田充
9,4,4,キタノテイオウ,牡6,60,大江原圭,3:50.8,2.1/2,33.5,10,464(+2),[東] 和田雄二
10,5,5,サムライフォンテン,牡8,60,伴啓太,3:51.8,6,157.6,11,494(+10),[東] 石毛善彦
中,7,9,メメランタン,牡5,60,植野貴也,,,28.4,7,540(0),[西] 谷潔
