0,1,2,3
単勝,4,610,3
複勝,4 14 1,210 310 460,3 5 7
枠連,3 - 8,1460,6
馬連,4 - 14,2610,9
ワイド,4 - 14 1 - 4 1 - 14,"1,070 1,530 2,540",9 16 31
馬単,4 → 14,5040,16
三連複,1 - 4 - 14,12830,38
三連単,4 → 14 → 1,57770,173
