0,1,2,3
単勝,11,240,1
複勝,11 1 10,140 720 230,1 10 4
枠連,1 - 7,3990,13
馬連,1 - 11,4280,14
ワイド,1 - 11 10 - 11 1 - 10,"1,480 450 3,300",16 4 36
馬単,11 → 1,5760,20
三連複,1 - 10 - 11,8090,26
三連単,11 → 1 → 10,43940,134
