着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,1,2,エキストラエンド,牡5,55.0,ルメール,1:32.5,,10.1,6,472(+10),[西] 角居勝彦
2,3,6,オースミナイン,牡4,54.0,福永祐一,1:32.7,1.1/2,4.1,1,476(+4),[西] 松永昌博
3,5,10,ガルボ,牡7,58.0,岩田康誠,1:32.8,3/4,9.9,5,474(0),[東] 清水英克
4,7,13,ブレイズアトレイル,牡5,55.0,藤岡康太,1:32.8,アタマ,43.2,11,504(-2),[西] 藤岡健一
5,4,7,シャイニープリンス,牡4,55.0,和田竜二,1:32.9,クビ,12.6,8,504(-2),[東] 栗田博憲
6,1,1,ドリームバスケット,牡7,56.0,川須栄彦,1:32.9,クビ,54.7,13,462(0),[東] 池上昌弘
7,2,3,スマートギア,牡9,56.0,小牧太,1:32.9,ハナ,123.2,15,462(+6),[西] 佐山優
8,3,5,トーセンレーヴ,牡6,57.5,武豊,1:32.9,ハナ,9.4,4,470(-6),[西] 池江泰寿
9,6,12,テイエムオオタカ,牡6,56.0,幸英明,1:33.1,1.1/4,72.7,14,502(+4),[東] 石栗龍彦
10,8,16,サンライズメジャー,牡5,55.0,池添謙一,1:33.1,アタマ,13.4,9,488(+6),[西] 中村均
11,4,8,マイネルラクリマ,牡6,58.0,柴田大知,1:33.3,1.1/4,5.9,3,488(+10),[東] 上原博之
12,7,14,プリムラブルガリス,牡4,54.0,浜中俊,1:33.9,3.1/2,10.5,7,484(-2),[西] 庄野靖志
13,6,11,ミヤジタイガ,牡4,55.0,松山弘平,1:34.0,3/4,52.8,12,500(+8),[西] 岩元市三
14,2,4,タマモナイスプレイ,牡9,54.0,酒井学,1:34.2,1.1/4,207.7,16,494(+4),[西] 南井克巳
15,5,9,メイケイペガスター,牡4,56.0,藤田伸二,1:34.8,3.1/2,5.7,2,506(+10),[西] 木原一良
16,8,15,ネオウィズダム,牡4,54.0,後藤浩輝,1:35.1,2,34.8,10,482(-8),[西] 矢作芳人
