着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,15,ツルオカハチマン,牡5,57,岩田康誠,1:24.0,,16.1,6,512(-12),[西] 大久保龍
2,6,12,マークスマン,牡4,56,和田竜二,1:24.1,1/2,154.9,14,532(+20),[西] 池添兼雄
3,1,2,ナリタハリケーン,牡5,57,池添謙一,1:24.3,1.1/2,3.8,2,482(+6),[西] 中尾秀正
4,3,5,ミッキーヘネシー,牡5,57,菱田裕二,1:24.3,ハナ,73.4,10,494(+4),[西] 橋口弘次
5,3,6,メイショウゲンブ,牡5,57,武幸四郎,1:24.3,ハナ,21.9,7,476(0),[西] 中村均
6,8,16,スマートレパード,牡4,56,武豊,1:24.3,クビ,2.2,1,494(0),[西] 安田隆行
7,7,13,サトノアビリティ,牡4,56,ルメール,1:24.4,クビ,7.8,3,524(+8),[西] 角居勝彦
8,4,8,ライブリシーラ,牡7,57,小坂忠士,1:24.6,1.1/2,565.2,16,524(-6),[西] 佐山優
9,5,10,メイショウロフウ,牡4,56,福永祐一,1:24.7,3/4,11.0,5,476(+10),[西] 松永昌博
10,4,7,ドンマネー,牡4,56,中井裕二,1:24.9,1.1/4,304.8,15,470(+13),[西] 加用正
11,5,9,オビーディエント,牡5,57,秋山真一,1:25.0,1/2,28.5,8,458(+2),[西] 加藤敬二
12,2,4,オーシャンパワー,牡6,57,川須栄彦,1:25.2,1.1/4,115.3,13,472(+6),[西] 石坂正
13,6,11,ヴィンテージイヤー,牡5,57,浜中俊,1:25.2,クビ,10.5,4,522(+6),[西] 白井寿昭
14,1,1,マンドレイク,牡4,56,松山弘平,1:25.4,3/4,95.6,12,490(+2),[西] 高野友和
15,7,14,ヒルノクオリア,牡4,56,四位洋文,1:25.4,クビ,59.0,9,464(+6),[西] 昆貢
16,2,3,ウォーターサムデイ,牡8,57,幸英明,1:25.5,クビ,93.9,11,478(+2),[西] 岡田稲男
