0,1,2,3
単勝,8,650,4
複勝,8 9 13,210 340 420,2 7 8
枠連,6 - 6,3210,16
馬連,8 - 9,2930,13
ワイド,8 - 9 8 - 13 9 - 13,"940 1,520 1,280",13 25 19
馬単,8 → 9,5570,25
三連複,8 - 9 - 13,13490,55
三連単,8 → 9 → 13,73340,299
