0,1,2,3
単勝,13,340,1
複勝,13 1 12,130 180 310,1 2 5
枠連,1 - 7,930,4
馬連,1 - 13,860,1
ワイド,1 - 13 12 - 13 1 - 12,"380 670 1,470",1 4 15
馬単,13 → 1,1690,2
三連複,1 - 12 - 13,3940,7
三連単,13 → 1 → 12,16020,25
