0,1,2,3
単勝,12,870,5
複勝,12 15 6,290 220 550,5 2 9
枠連,7 - 8,1020,4
馬連,12 - 15,2150,7
ワイド,12 - 15 6 - 12 6 - 15,"700 2,530 2,370",5 32 29
馬単,12 → 15,4530,16
三連複,6 - 12 - 15,17890,64
三連単,12 → 15 → 6,85980,304
