着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,1,2,エスティタート,牝4,55,武豊,1:22.8,,6.4,3.0,440(-4),[西] 松永幹夫
2,6,12,ビップライブリー,牡4,57,和田竜二,1:22.9,1/2,2.7,1.0,450(-4),[西] 清水久詞
3,8,16,マテンロウハピネス,牡5,57,太宰啓介,1:22.9,クビ,87.1,12.0,454(0),[西] 昆貢
4,7,15,スカイパッション,牝5,55,小牧太,1:23.0,クビ,16.8,5.0,466(+4),[西] 作田誠二
5,5,9,スペシャルギフト,セ6,57,北村友一,1:23.1,3/4,18.7,6.0,510(-4),[西] 須貝尚介
6,6,11,テルメディカラカラ,牝5,55,浜中俊,1:23.1,クビ,6.6,4.0,458(-4),[西] 石橋守
7,7,14,ダノンルージュ,牝7,55,幸英明,1:23.2,1/2,95.5,13.0,486(-8),[西] 寺島良
8,2,4,ナガラフラワー,牝5,55,藤岡佑介,1:23.2,クビ,46.1,9.0,464(-4),[西] 高橋亮
9,4,8,オースミチャド,牡6,57,池添謙一,1:23.3,クビ,158.3,14.0,492(-2),[西] 松永昌博
10,4,7,メイショウブイダン,牡6,57,国分優作,1:23.5,1.1/4,297.3,17.0,468(-6),[西] 西浦勝一
11,3,5,センセーション,牝6,55,川島信二,1:23.5,クビ,54.4,10.0,476(-2),[西] 矢作芳人
12,5,10,ドラゴンストリート,牡6,57,四位洋文,1:23.6,クビ,37.3,8.0,474(-4),[西] 藤原英昭
13,1,1,ツィンクルソード,牡6,57,藤岡康太,1:23.6,ハナ,62.4,11.0,494(+2),[西] 松永昌博
14,7,13,ラクアミ,牝5,55,松若風馬,1:24.0,2.1/2,34.8,7.0,462(-8),[西] 音無秀孝
15,8,18,ワードイズボンド,牡6,57,義英真,1:24.1,3/4,213.7,15.0,534(-8),[西] 崎山博樹
16,3,6,テイエムゲッタドン,セ6,57,鮫島良太,1:24.1,ハナ,251.2,16.0,500(-6),[西] 山内研二
17,8,17,アンタラジー,牡5,57,ルメール,1:24.7,3.1/2,3.2,2.0,518(+2),[東] 萩原清
取,2,3,ネオスターダム,牡5,57,福永祐一,,,---,,計不,[西] 石坂正
