着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,12,タイセイサミット,牡4,55,中谷雄太,1:33.1,,5.1,2,494(+4),[西] 矢作芳人
2,7,9,デルカイザー,セ6,55,岩田康誠,1:33.2,1/2,8.9,5,466(-6),[東] 藤沢和雄
3,6,7,ベステンダンク,牡5,56,Ｍ．デム,1:33.2,ハナ,12.2,7,510(+4),[西] 安達昭夫
4,1,1,ミエノサクシード,牝4,53,川島信二,1:33.3,1/2,2.4,1,440(0),[西] 高橋亮
5,6,8,スズカルパン,牡8,54,和田竜二,1:33.3,クビ,47.3,10,474(-6),[西] 西橋豊治
6,2,2,ドラゴンストリート,牡6,55,浜中俊,1:33.6,2,12.2,6,478(+4),[西] 藤原英昭
7,8,11,カバーストーリー,牡6,55,武豊,1:33.7,1/2,34.0,9,488(-12),[西] 清水久詞
8,4,4,ティーエスネオ,牡6,56,小牧太,1:33.7,アタマ,7.3,3,530(-6),[西] 岩元市三
9,5,6,スペシャルギフト,セ6,55,松山弘平,1:33.7,ハナ,7.6,4,514(+8),[西] 須貝尚介
10,3,3,ワードイズボンド,牡6,55,義英真,1:33.8,1/2,49.5,11,542(+4),[西] 崎山博樹
11,5,5,マカハ,牡8,55,池添謙一,1:34.4,3.1/2,28.7,8,476(0),[西] 小崎憲
12,7,10,テイエムゲッタドン,セ6,53,丸山元気,1:34.5,1/2,128.6,12,504(-6),[西] 山内研二
