着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,10,アズマクィーン,牝5,53,浜中俊,1:09.0,,9.7,4,468(-4),[西] 河内洋
2,5,8,ノーブルルージュ,牝5,52,高倉稜,1:09.1,3/4,48.5,11,452(-2),[西] 宮本博
3,6,9,グレイトチャーター,牡5,57,川田将雅,1:09.1,クビ,2.2,1,492(-2),[西] 鮫島一歩
4,3,4,スズカプリオール,牡6,53,酒井学,1:09.2,クビ,12.6,5,492(-10),[東] 柄崎孝
5,2,2,ヤマニンマンドール,牡5,55,川須栄彦,1:09.2,アタマ,13.7,6,462(0),[西] 浅見秀一
6,7,11,タガノスカイ,牝6,52,丸田恭介,1:09.3,1/2,29.9,8,478(-4),[西] 浅見秀一
7,4,6,オフクヒメ,牝4,52,菱田裕二,1:09.3,アタマ,36.2,9,444(0),[西] 松下武士
8,7,12,アスクジョーダン,牡5,54,幸英明,1:09.3,アタマ,7.8,3,496(-6),[西] 野中賢二
9,8,14,テーオーソルジャー,牡6,55,藤岡康太,1:09.4,3/4,40.2,10,478(+4),[西] 宮徹
10,8,13,ハイマウンテン,牝7,51,三津谷隼,1:09.5,クビ,221.7,13,466(+8),[西] 目野哲也
11,5,7,タガノエンブレム,牡7,53,川島信二,1:09.6,3/4,73.9,12,472(0),[西] 斉藤崇史
12,1,1,バシレウスライオン,牡4,55,坂井瑠星,1:09.7,クビ,4.3,2,468(-2),[西] 矢作芳人
13,3,3,ブレイズガール,牝4,52,佐藤友則,1:09.7,ハナ,17.0,7,488(-2),[西] 飯田雄三
14,4,5,タイキパラドックス,牡5,53,荻野琢真,1:10.3,3.1/2,247.7,14,456(+2),[西] 寺島良
