着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,5,7,ファインニードル,牡4,56,Ｍ．デム,1:07.5,,3.1,1,464(-2),[西] 高橋義忠
2,4,6,ラインミーティア,牡7,56,西田雄一,1:07.7,1.1/4,19.3,6,470(0),[東] 水野貴広
3,8,13,ダンスディレクター,牡7,56,浜中俊,1:07.7,クビ,8.2,4,434(-8),[西] 笹田和秀
4,2,2,メラグラーナ,牝5,54,戸崎圭太,1:07.7,アタマ,4.4,3,532(+4),[西] 池添学
5,1,1,アドマイヤゴッド,牡5,56,北村友一,1:07.7,ハナ,33.3,8,494(-2),[西] 須貝尚介
6,3,3,アルティマブラッド,牝5,54,藤岡康太,1:07.8,クビ,9.2,5,476(-4),[西] 音無秀孝
7,6,9,ミッキーラブソング,牡6,56,和田竜二,1:08.1,2,65.9,11,462(+2),[西] 橋口慎介
8,7,11,スノードラゴン,牡9,57,大野拓弥,1:08.1,クビ,23.3,7,504(-8),[東] 高木登
9,8,14,フィドゥーシア,牝5,54,石橋脩,1:08.2,クビ,3.6,2,480(+2),[西] 松元茂樹
10,7,12,ラヴァーズポイント,牝7,54,川須栄彦,1:08.4,1.1/4,58.0,10,512(0),[西] 高橋康之
11,5,8,ワキノブレイブ,牡7,56,小牧太,1:08.4,ハナ,193.4,14,490(-10),[西] 清水久詞
12,3,4,ツィンクルソード,牡6,56,藤岡佑介,1:08.4,アタマ,96.3,12,478(+2),[西] 松永昌博
13,4,5,プレイズエターナル,牡7,56,池添謙一,1:08.5,1/2,49.2,9,484(-10),[西] 安田隆行
14,6,10,ワキノヒビキ,牡5,56,荻野極,1:08.8,2,186.8,13,510(+4),[西] 清水久詞
