着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,1,1,トーセンアイトーン,牡4,55,荻野極,1:59.0,,2.8,1.0,444(+2),[西] 藤原英昭
2,5,5,ミヤジユウダイ,牡5,54,鮫島克駿,1:59.3,1.3/4,23.7,7.0,544(+10),[西] 川村禎彦
3,7,7,スクエアフォールド,セ6,56,横山武史,1:59.4,3/4,6.8,4.0,480(+8),[東] 伊藤圭三
4,4,4,プレシャスブルー,牡5,54,津村明秀,1:59.5,クビ,3.3,2.0,438(0),[東] 相沢郁
5,8,9,シスターフラッグ,牝4,51,丸田恭介,1:59.6,3/4,12.9,6.0,496(0),[西] 西村真幸
6,3,3,レッドストーリア,牝5,52,小崎綾也,1:59.9,1.3/4,43.0,8.0,426(+2),[西] 安田隆行
7,8,10,レイリオン,牝6,53,吉田隼人,2:00.0,3/4,4.7,3.0,446(+2),[西] 安田翔伍
8,7,8,スリーマキシマム,牡8,53,藤岡康太,2:00.2,1.1/4,11.1,5.0,514(-4),[西] 高橋康之
9,6,6,ユウチェンジ,牡6,53,菱田裕二,2:00.3,1/2,63.3,9.0,514(-4),[西] 森秀行
除,2,2,アロハリリー,牝4,52,川又賢治,,,---,,454(0),[西] 高野友和
