着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,12,アロハリリー,牝4,55,北村友一,2:02.1,,2.3,1,454(0),[西] 高野友和
2,4,4,モザイク,牡5,57,荻野極,2:02.4,2,9.5,4,464(+2),[西] 奥村豊
3,5,7,スヴァルナ,牡4,57,津村明秀,2:02.5,3/4,5.2,2,504(-8),[西] 池江泰寿
4,1,1,ウインガナドル,牡5,57,吉田隼人,2:02.6,クビ,7.0,3,478(+22),[東] 上原博之
5,7,10,コーカス,牡5,57,岩田望来,2:02.7,3/4,13.9,6,514(0),[西] 藤原英昭
6,7,11,アーデルワイゼ,牝4,55,川又賢治,2:02.8,3/4,12.3,5,458(+4),[西] 池添学
7,8,13,ミヤジユウダイ,牡5,57,丸山元気,2:03.1,1.1/2,14.7,7,546(+8),[西] 川村禎彦
8,6,9,レッドアルティスタ,セ7,57,松田大作,2:03.2,1/2,104.2,11,466(+2),[西] 斉藤崇史
9,2,2,ファスナハト,牡6,57,藤岡康太,2:03.3,1/2,15.6,8,550(-6),[西] 庄野靖志
10,5,6,シンボリタピット,牡7,57,丸田恭介,2:03.4,3/4,86.4,10,490(+2),[東] 久保田貴
11,6,8,サーレンブラント,牡5,57,小崎綾也,2:03.5,クビ,15.8,9,454(-4),[東] 戸田博文
12,3,3,ビオラフォーエバー,セ8,57,太宰啓介,2:04.2,4,179.5,12,460(-2),[東] 加藤士津
13,4,5,エリーフェアリー,牝8,55,宮崎北斗,2:04.6,2.1/2,266.6,13,502(+10),[東] 天間昭一
