着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,5,9,マスターフェンサー,牡3,56,福永祐一,1:59.0,,1.8,1,498(0),[西] 角田晃一
2,1,2,ララメダイユドール,牡5,55,中井裕二,1:59.5,3,14.9,5,524(+12),[西] 今野貞一
3,2,4,マンハッタンロック,牡5,54,菱田裕二,1:59.9,2.1/2,9.9,2,462(-4),[西] 岡田稲男
4,5,10,ダンツチョイス,牝4,52,藤懸貴志,2:00.0,1/2,15.8,6,450(-2),[西] 本田優
5,4,8,マリオ,牡4,53,川須栄彦,2:00.0,アタマ,39.7,12,500(-6),[西] 安達昭夫
6,3,5,シゲルポインター,牡5,53,丸田恭介,2:00.1,1/2,90.4,14,484(+10),[東] 蛯名利弘
7,2,3,シゲノブ,牡4,54,横山武史,2:00.2,3/4,10.8,4,508(-4),[東] 栗田徹
8,6,12,プレシャスリーフ,セ4,56,丸山元気,2:00.4,1.1/4,10.8,3,452(+10),[東] 高柳瑞樹
9,3,6,ペイシャボム,牡5,54,川又賢治,2:00.5,3/4,31.6,10,474(-2),[東] 本間忍
10,1,1,デルマカルヴァドス,牡4,53,鮫島克駿,2:00.7,1.1/4,176.1,16,504(+6),[東] 和田正一
11,8,15,サンティーニ,セ4,54,吉田隼人,2:00.9,1.1/2,37.3,11,492(-4),[西] 羽月友彦
12,7,13,ヤマイチジャスティ,牝6,51,山田敬士,2:01.1,1,100.8,15,486(-4),[東] 高市圭二
13,8,16,ディライトプロミス,牝4,52,西村淳也,2:02.1,6,17.4,8,480(+6),[西] 池添学
14,7,14,モンオール,牝3,51,松若風馬,2:02.6,3,20.1,9,444(+2),[西] 平田修
15,6,11,ジョースターライト,牡6,54,国分優作,2:02.9,1.3/4,67.9,13,478(+22),[西] 松下武士
16,4,7,ギラーミン,セ4,53,荻野極,2:04.6,大,17.3,7,500(+6),[西] 寺島良
