0,1,2,3
単勝,18,5930,12
複勝,18 16 15,"1,420 700 2,050",12 9 15
枠連,8 - 8,3660,18
馬連,16 - 18,35790,82
ワイド,16 - 18 15 - 18 15 - 16,"7,930 21,840 14,320",76 116 101
馬単,18 → 16,73040,169
三連複,15 - 16 - 18,447970,544
三連単,18 → 16 → 15,2610800,3048
