0,1,2,3
単勝,12,860,5
複勝,12 7 1,280 490 140,5 9 1
枠連,6 - 8,3730,19
馬連,7 - 12,12410,33
ワイド,7 - 12 1 - 12 1 - 7,"2,690 710 1,060",33 6 15
馬単,12 → 7,20510,61
三連複,1 - 7 - 12,10040,40
三連単,12 → 7 → 1,87920,286
