着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,6,ステルヴィオ,牡2,54,ルメール,1:51.3,,1.3,1,458(-4),[東] 木村哲也
2,2,2,ミスマンマミーア,牝2,54,井上俊彦,1:51.3,クビ,37.0,7,460(-4),[地] 松本隆宏
3,6,7,ハッピーグリン,牡2,54,服部茂史,1:51.5,1.1/4,11.3,4,446(-2),[地] 田中淳司
4,8,10,ヴィオトポス,牝2,54,丹内祐次,1:52.4,5,5.7,2,434(+4),[東] 田村康仁
5,7,9,パワースピネル,牝2,54,井上敏樹,1:53.1,4,33.3,5,430(0),[東] 萱野浩二
6,5,5,ディーエスソアラー,牡2,54,宮崎光行,1:53.8,4,51.5,9,498(+2),[地] 松本隆宏
7,8,11,ソングオブローラン,牡2,54,黛弘人,1:53.9,クビ,33.8,6,506(+2),[東] 和田正一
8,3,3,クロスウィンド,牝2,54,佐々木国,1:53.9,クビ,126.8,11,456(-16),[地] 若松平
9,4,4,ヤマノファイト,牡2,54,阿部龍,1:54.4,3,89.1,10,498(-12),[地] 村上正和
10,1,1,ガウラミディ,牝2,54,城戸義政,1:54.5,1/2,49.8,8,476(-8),[西] 佐藤正雄
11,7,8,スターリバー,牝2,54,藤岡佑介,1:54.6,クビ,10.4,3,442(0),[東] 萱野浩二
