着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,7,12,ヴォカツィオーネ,牝3,52,丹内祐次,1:45.8,,51.4,11,434(+2),[西] 田所秀孝
2,3,3,キチロクステージ,牡4,57,二本柳壮,1:45.9,1/2,18.6,8,478(+2),[東] 二本柳俊
3,5,7,ケルティックソード,牡4,57,ルメール,1:45.9,ハナ,1.9,1,486(+2),[西] 須貝尚介
4,3,4,ディアコンチェルト,牡5,57,蛯名正義,1:46.2,2,12.9,5,464(0),[東] 高木登
5,1,1,リヴァイアサン,牡3,54,福永祐一,1:46.4,3/4,11.3,4,508(0),[東] 相沢郁
6,6,10,ランドハイパワー,牡4,57,国分恭介,1:46.5,1/2,40.5,9,498(+4),[西] 安達昭夫
7,7,11,ディアドナテロ,牡5,57,藤岡佑介,1:46.5,クビ,7.2,3,486(+6),[東] 池上昌弘
8,6,9,アグネッタ,牝4,55,丸山元気,1:46.6,クビ,105.1,12,462(+4),[西] 羽月友彦
9,4,5,スマイルフォース,牡5,57,藤岡康太,1:47.0,2.1/2,40.7,10,462(+4),[西] 森田直行
10,5,8,テイエムジョウネツ,牝5,55,四位洋文,1:47.2,1.1/2,13.5,6,456(+8),[西] 木原一良
11,8,14,ヴァッハウ,牡5,57,桑村真明,1:47.8,3.1/2,193.5,13,508(0),[東] 勢司和浩
12,4,6,ウエスタンオウジ,セ7,57,横山和生,1:47.9,1/2,255.8,14,482(-10),[東] 大竹正博
13,2,2,ディープオーパス,牡4,57,吉田隼人,1:48.1,1.1/2,6.0,2,494(+4),[西] 藤岡健一
14,8,13,ミスズスター,牡4,57,池添謙一,1:49.3,7,17.4,7,458(0),[西] 加藤敬二
