0,1,2,3
単勝,8,640,4
複勝,8 7 3,150 180 150,3 4 2
枠連,6 - 6,1740,4
馬連,7 - 8,1800,7
ワイド,7 - 8 3 - 8 3 - 7,590 410 420,6 4 5
馬単,8 → 7,3930,14
三連複,3 - 7 - 8,2230,6
三連単,8 → 7 → 3,15740,48
