0,1,2,3
単勝,4,13440,13
複勝,4 9 10,"1,280 110 330",11 1 5
枠連,3 - 6,1260,6
馬連,4 - 9,10720,23
ワイド,4 - 9 4 - 10 9 - 10,"3,060 10,280 530",29 53 3
馬単,4 → 9,35040,59
三連複,4 - 9 - 10,18530,49
三連単,4 → 9 → 10,341530,522
