0,1,2,3
単勝,5,180,1
複勝,5 6 11,110 560 240,1 8 5
枠連,5 - 5,2760,10
馬連,5 - 6,2190,7
ワイド,5 - 6 5 - 11 6 - 11,"880 400 3,110",11 3 33
馬単,5 → 6,3260,11
三連複,5 - 6 - 11,6960,26
三連単,5 → 6 → 11,23620,69
