0,1,2,3
単勝,3,1810,8
複勝,3 10 4,430 220 190,8 3 2
枠連,2 - 5,1410,6
馬連,3 - 10,9080,31
ワイド,3 - 10 3 - 4 4 - 10,"2,170 1,570 670",26 17 5
馬単,3 → 10,18650,68
三連複,3 - 4 - 10,11650,39
三連単,3 → 10 → 4,101240,344
