0,1,2,3
単勝,9,290,1
複勝,9 8 5,130 150 190,1 3 4
枠連,6 - 6,570,2
馬連,8 - 9,600,2
ワイド,8 - 9 5 - 9 5 - 8,250 480 530,1 4 6
馬単,9 → 8,1410,4
三連複,5 - 8 - 9,1660,3
三連単,9 → 8 → 5,6000,9
