着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,1,1,カレンルシェルブル,牡4,56,川田将雅,2:11.6,,1.7,1,502(-4),[西] 安田翔伍
2,7,9,リフレーミング,牡4,56,西村淳也,2:11.7,1/2,4.4,3,468(+2),[西] 鮫島一歩
3,5,5,イクスプロージョン,牡4,56,和田竜二,2:12.2,3,24.0,5,474(0),[西] 杉山晴紀
4,7,8,ナムラカミカゼ,牡5,57,亀田温心,2:12.2,クビ,39.3,6,492(+6),[西] 村山明
5,6,7,アトミックフレア,牝4,54,泉谷楓真,2:12.4,1.1/2,75.3,9,440(-2),[西] 渡辺薫彦
6,6,6,アルバーシャ,牡4,56,松山弘平,2:12.9,2.1/2,13.2,4,516(+10),[西] 岡田稲男
7,2,2,タガノカイ,牡4,56,古川吉洋,2:13.0,1/2,63.3,8,514(0),[西] 宮徹
8,4,4,トゥルーヴィル,牡5,57,Ｃ．デム,2:13.0,ハナ,4.1,2,470(+10),[西] 斉藤崇史
9,3,3,ダノングレーター,セ6,57,幸英明,2:13.0,クビ,108.9,11,478(+6),[西] 茶木太樹
10,8,11,タイセイドリーマー,牡4,56,池添謙一,2:14.9,大,50.8,7,496(-2),[西] 矢作芳人
11,8,10,プロース,牡6,57,吉田隼人,2:14.9,ハナ,98.5,10,510(-8),[東] 菊川正達
