着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,7,13,グロリアムンディ,牡4,57,福永祐一,1:51.8,,1.9,1,504(+2),[西] 大久保龍
2,8,15,メイショウドヒョウ,牡5,57,太宰啓介,1:52.1,2,29.0,9,504(-2),[西] 西園正都
3,6,11,ニューモニュメント,牡6,57,武豊,1:52.2,1/2,10.8,5,490(-8),[西] 小崎憲
4,8,16,アルドーレ,牡7,59,和田竜二,1:52.3,1/2,17.1,6,498(+2),[西] 西村真幸
5,3,6,アルーブルト,牡4,57,幸英明,1:52.4,クビ,8.7,3,480(+2),[西] 畑端省吾
6,7,14,ブラックアーメット,牡4,57,泉谷楓真,1:52.4,クビ,35.8,10,510(+2),[西] 角田晃一
7,4,7,マリオマッハー,牡5,57,浜中俊,1:52.6,1,76.1,13,460(+2),[西] 安達昭夫
8,5,9,スウィープザボード,牡4,56,松田大作,1:52.6,1/2,56.3,12,474(0),[西] 中尾秀正
9,2,4,スマッシャー,牡4,57,池添謙一,1:53.0,2,9.1,4,484(0),[西] 吉岡辰弥
10,2,3,ホールシバン,牡4,57,岩田望来,1:53.2,1.1/4,7.5,2,528(-2),[西] 高橋義忠
11,5,10,ロードリバーサル,牡6,57,藤岡佑介,1:53.2,クビ,54.6,11,492(-8),[西] 藤岡健一
12,1,1,サンライズラポール,牡5,57,吉田隼人,1:53.7,2.1/2,17.7,7,514(-2),[西] 平田修
13,4,8,エクスパートラン,牡7,57,藤懸貴志,1:53.8,3/4,205.6,16,474(-4),[西] 小崎憲
14,6,12,ヒロイックテイル,牡5,59,横山典弘,1:54.0,1,26.2,8,502(-2),[西] 本田優
15,1,2,キメラヴェリテ,牡5,56,鮫島克駿,1:55.9,大,113.3,14,546(+4),[西] 中竹和也
16,3,5,ケイティクレバー,牡7,57,西村淳也,1:56.8,5,157.3,15,462(-2),[東] 清水英克
