着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,5,10,ヨーホーレイク,牡4,55,川田将雅,2:11.7,,5.6,3,508(+4),[西] 友道康夫
2,2,4,ステラヴェローチェ,牡4,57,Ｍ．デム,2:11.8,3/4,1.8,1,498(0),[西] 須貝尚介
3,3,6,ヤシャマル,牡5,54,松田大作,2:12.3,3,46.3,9,516(+10),[東] 尾形和幸
4,6,12,エフェクトオン,牡6,53,秋山真一,2:12.4,クビ,92.3,13,448(0),[東] 久保田貴
5,4,7,アフリカンゴールド,セ7,55,国分恭介,2:12.6,1.1/4,87.9,12,468(+4),[西] 西園正都
6,2,3,マイネルウィルトス,牡6,56,川須栄彦,2:12.7,1/2,19.6,5,482(+8),[西] 宮徹
7,8,16,トラストケンシン,牡7,53,池添謙一,2:12.8,3/4,81.8,11,474(+8),[東] 高橋文雅
8,1,2,クラヴェル,牝5,54,横山典弘,2:12.8,ハナ,8.5,4,452(-4),[西] 安田翔伍
9,1,1,モズナガレボシ,牡5,55,松山弘平,2:12.9,クビ,45.3,8,496(+4),[西] 荒川義之
10,8,15,ダノンマジェスティ,牡7,55,岩田望来,2:13.0,3/4,29.6,6,492(0),[西] 音無秀孝
11,7,14,プレシャスブルー,牡8,55,勝浦正樹,2:13.3,2,72.3,10,442(+8),[東] 相沢郁
12,6,11,ショウナンバルディ,牡6,57,坂井瑠星,2:13.5,3/4,31.9,7,458(+6),[西] 松下武士
13,3,5,ロードマイウェイ,牡6,56,幸英明,2:13.8,1.3/4,231.5,14,476(+2),[西] 杉山晴紀
14,5,9,マイネルフラップ,牡6,53,国分優作,2:13.8,アタマ,363.0,15,494(+2),[西] 梅田智之
15,4,8,フライライクバード,牡5,55,武豊,2:13.9,1,5.3,2,466(+8),[西] 友道康夫
16,7,13,トップウイナー,牡6,55,和田翼,2:15.1,7,454.9,16,478(+12),[西] 鈴木孝志
