着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,10,ハピ,牡3,56,藤岡佑介,1:53.0,,2.0,1,462(+4),[西] 大久保龍
2,7,7,タイセイドレフォン,牡3,56,幸英明,1:53.3,2,6.0,3,494(-8),[西] 西村真幸
3,2,2,セイルオンセイラー,牡3,56,藤岡康太,1:53.8,3,3.4,2,502(+4),[東] 田中博康
4,4,4,ラヤス,牡3,56,浜中俊,1:54.4,4,17.0,6,518(+4),[西] 森秀行
5,3,3,サンライズジャスト,牡3,56,松若風馬,1:54.5,クビ,17.0,5,530(+4),[西] 羽月友彦
6,5,5,カンピオーネ,牡3,56,和田竜二,1:54.5,クビ,7.9,4,504(+2),[東] 栗田徹
7,6,6,ヒデノレインボー,牡3,56,鮫島克駿,1:54.6,クビ,105.0,9,476(+2),[西] 梅田智之
8,8,9,エアフォースワン,牡3,56,古川吉洋,1:54.6,クビ,46.1,7,458(+6),[西] 大根田裕
9,7,8,ウッドショック,牡3,56,太宰啓介,1:55.1,2.1/2,184.5,10,498(-4),[西] 荒川義之
10,1,1,スマートビクター,牡3,56,坂井瑠星,1:57.2,大,49.4,8,504(-2),[西] 吉田直弘
