着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,5,9,ベルサリエーレ,牡4,57,松山弘平,1:43.3,,4.8,3,478(-2),[西] 池江泰寿
2,6,11,キクノソル,牡4,57,和田竜二,1:43.3,アタマ,2.9,1,512(+12),[西] 北出成人
3,2,3,メイショウソラーレ,牡4,57,川田将雅,1:43.4,3/4,7.6,4,496(+16),[西] 中内田充
4,8,15,フリークエンシー,牡4,57,太宰啓介,1:43.6,1.1/4,4.4,2,532(+10),[西] 湯窪幸雄
5,5,10,リバータイキ,牡5,57,藤岡佑介,1:44.0,2.1/2,25.6,8,514(0),[西] 作田誠二
6,2,4,タガノプリンス,牡6,57,岩崎翼,1:44.0,アタマ,17.5,6,468(+6),[西] 石橋守
7,4,8,サナシオン,牡5,57,浜中俊,1:44.2,3/4,12.5,5,464(-4),[西] 松永幹夫
8,8,16,スズカウラノス,牡5,57,幸英明,1:44.5,2,19.5,7,456(+2),[西] 坪憲章
9,3,6,ケルヴィンサイド,牡3,54,高倉稜,1:44.6,1/2,32.1,9,512(-6),[西] 藤岡健一
10,4,7,ポメグラネイト,牡3,54,川須栄彦,1:44.8,1.1/4,34.1,10,546(+2),[西] 長浜博之
11,3,5,ジャマイカジョー,牡6,57,国分恭介,1:44.8,クビ,74.6,12,470(-4),[西] 梅田康雄
12,1,2,ワキノネクサス,牝5,55,国分優作,1:45.1,2,82.0,14,454(+8),[西] 村山明
13,1,1,ゴールデンジャガー,牡6,57,北村友一,1:45.7,3.1/2,105.9,15,520(+4),[西] 大根田裕
14,7,14,ハギノコメント,牡5,57,小牧太,1:45.8,クビ,67.1,11,498(+6),[西] 松永幹夫
15,7,13,メイショウコルノ,牡3,54,武幸四郎,1:46.3,3,80.9,13,526(+2),[西] 河内洋
16,6,12,リズミックビート,牡7,57,中井裕二,1:47.7,9,267.9,16,520(-6),[西] 小野幸治
