着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,7,12,キタサンエピソード,牡5,57,小牧太,1:08.6,,4.7,2,492(-10),[西] 橋口弘次
2,3,5,ジェネシスロック,牡4,57,川田将雅,1:08.9,2,3.4,1,490(-2),[西] 安田隆行
3,6,10,ヴァッフシュテルケ,牡3,54,北村友一,1:09.0,クビ,7.1,4,434(-4),[西] 岩元市三
4,5,8,ヤマニンカヴァリエ,牡5,57,武幸四郎,1:09.0,クビ,13.5,6,500(-2),[西] 千田輝彦
5,5,9,ドラゴンサクラ,牝4,55,中井裕二,1:09.0,アタマ,22.4,8,430(+4),[西] 森秀行
6,2,3,ジャストザブレイン,牡5,57,国分優作,1:09.0,ハナ,33.4,10,464(+16),[西] 牧浦充徳
7,3,4,インヴォーク,牝3,52,和田竜二,1:09.1,クビ,10.0,5,420(-4),[西] 村山明
8,4,7,ワキノコクリュウ,牡3,54,浜中俊,1:09.2,3/4,5.1,3,524(+2),[西] 清水久詞
9,6,11,ワンダフルワールド,牡3,54,藤岡佑介,1:09.2,アタマ,40.6,11,486(-12),[西] 高橋義忠
10,7,13,アグネスキング,牡3,54,川須栄彦,1:09.4,1.1/4,18.7,7,508(+8),[西] 長浜博之
11,1,1,エーティーガンダム,牡6,57,太宰啓介,1:09.6,1.1/2,82.1,14,472(-2),[西] 湯窪幸雄
12,4,6,ドントタッチミー,牡4,57,幸英明,1:09.6,クビ,49.0,12,448(+8),[西] 牧浦充徳
13,2,2,ラフィネシチー,牝3,52,酒井学,1:09.6,ハナ,54.4,13,444(-6),[西] 岡田稲男
14,8,15,サンライズウォー,牡4,57,国分恭介,1:09.8,1.1/4,33.3,9,472(+10),[西] 石坂正
15,8,14,ミスネバー,牝5,55,藤懸貴志,1:10.2,2.1/2,111.4,15,476(0),[西] 山内研二
