着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,4,8,アンデスクイーン,牝4,52,松若風馬,1:51.8,,8.8,5,484(0),[西] 西園正都
2,7,13,ミキノトランペット,牡4,56,岩崎翼,1:51.9,1/2,2.7,1,532(+6),[西] 大橋勇樹
3,8,15,タイセイパルサー,牡5,55,古川吉洋,1:52.1,1.1/2,5.8,2,488(0),[西] 大橋勇樹
4,3,5,クリノリトミシュル,牝5,55,幸英明,1:52.3,1.1/2,6.9,3,500(+4),[西] 渡辺薫彦
5,8,16,マイネルビクトリー,牡5,55,国分優作,1:52.3,アタマ,23.0,8,492(-8),[東] 畠山吉宏
6,7,14,ジュンスパーヒカル,牡6,55,小崎綾也,1:52.4,クビ,14.5,7,478(+2),[西] 友道康夫
7,5,10,ナムラヘラクレス,牡4,55,田中健,1:52.5,1/2,11.4,6,486(-4),[西] 村山明
8,5,9,エバーキュート,牝6,52,国分恭介,1:52.7,1.1/4,186.8,14,448(-2),[東] 加藤征弘
9,6,12,ヴァローア,牝6,52,酒井学,1:52.8,3/4,25.0,9,466(-6),[西] 奥村豊
10,2,3,ホーリーブレイズ,牡4,55,鮫島良太,1:52.9,クビ,25.3,10,474(+8),[西] 高柳大輔
11,1,1,ゼンノワスレガタミ,牡4,55,富田暁,1:52.9,クビ,7.2,4,468(0),[西] 中内田充
12,6,11,モンテネオ,牡8,53,荻野琢真,1:53.0,1/2,360.8,16,486(-2),[東] 小島茂之
13,2,4,クールオープニング,牡7,54,鮫島克駿,1:53.2,1.1/4,83.8,11,474(+2),[西] 橋口慎介
14,3,6,メガオパールカフェ,牡7,53,四位洋文,1:53.3,3/4,107.3,12,534(0),[東] 和田勇介
15,1,2,オルナ,牡6,53,太宰啓介,1:53.5,1.1/4,111.8,13,516(0),[西] 岡田稲男
16,4,7,ウエスタンラムール,牡6,52,高倉稜,1:54.2,4,297.0,15,462(+2),[西] 崎山博樹
