着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,4,4,アイアンテーラー,牝4,55,浜中俊,1:50.4,,5.9,4,474(-4),[西] 飯田雄三
2,7,10,ファッショニスタ,牝4,55,川田将雅,1:50.4,クビ,4.8,3,488(+4),[西] 安田隆行
3,5,6,ロードアルペジオ,牡5,57,幸英明,1:50.6,1.1/4,42.4,10,498(+6),[西] 笹田和秀
4,6,8,モズアトラクション,牡4,57,岩田康誠,1:50.6,アタマ,7.4,5,490(0),[西] 松下武士
5,6,9,ゴールデンブレイヴ,牡5,57,藤岡佑介,1:50.6,アタマ,22.3,9,492(-8),[東] 木村哲也
6,5,7,メイショウタチマチ,牝5,55,太宰啓介,1:50.8,3/4,4.3,1,492(+4),[西] 河内洋
7,2,2,アンデスクイーン,牝4,55,松若風馬,1:50.9,1/2,17.8,8,496(0),[西] 西園正都
8,3,3,スズカフリオーソ,牡4,57,鮫島克駿,1:51.1,1,4.3,2,488(0),[西] 藤沢則雄
9,4,5,ベルウッドテラス,セ8,57,秋山真一,1:51.4,1.3/4,60.4,11,488(-2),[東] 中舘英二
10,7,11,ドラゴンカップ,牡5,57,福永祐一,1:51.4,クビ,14.3,6,456(0),[西] 中竹和也
11,8,13,ティーポイズン,牡7,57,国分恭介,1:52.2,5,348.2,13,494(-2),[西] 五十嵐忠
12,8,12,キーグラウンド,牡4,57,藤岡康太,1:52.3,3/4,14.7,7,486(-4),[西] 宮徹
13,1,1,コウユーヌレエフ,牡4,57,藤懸貴志,1:52.6,2,277.6,12,486(+9),[西] 斉藤崇史
