着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,5,5,ガンコ,牡5,56,藤岡佑介,2:28.2,,2.8,2,504(+8),[西] 松元茂樹
2,7,7,アドマイヤロブソン,牡4,56,川田将雅,2:28.8,3.1/2,2.2,1,518(+8),[西] 友道康夫
3,6,6,イチダイ,牡5,55,酒井学,2:29.1,2,48.8,8,532(-8),[東] 柄崎孝
4,4,4,マイネルレオーネ,牡6,54,バルジュ,2:29.4,1.3/4,13.1,4,400(+2),[西] 清水久詞
5,8,9,コウエイワンマン,牡7,54,太宰啓介,2:30.0,3.1/2,32.1,7,530(0),[西] 川村禎彦
6,1,1,スズカルパン,牡9,55,小牧太,2:30.3,1.3/4,28.0,6,478(+2),[西] 西橋豊治
7,3,3,サンマルホーム,牡8,52,松若風馬,2:30.9,4,64.7,9,448(-2),[西] 山内研二
8,2,2,グラットシエル,牡4,55,Ｍ．デム,2:31.0,1/2,4.4,3,514(+12),[西] 石坂正
9,8,8,ケンホファヴァルト,牡5,56,松山弘平,2:31.5,3,20.1,5,470(+6),[西] 森秀行
