着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,2,4,キアロスクーロ,セ5,55,Ｍ．デム,1:23.8,,5.1,2,496(+2),[西] 安達昭夫
2,8,16,サフランハート,牡5,56,福永祐一,1:23.9,1/2,2.9,1,448(-2),[西] 北出成人
3,5,10,グロワールシチー,牡4,54,秋山真一,1:24.0,1/2,20.1,8,468(-2),[西] 岡田稲男
4,4,8,アドマイヤリアル,牡5,54,岩田康誠,1:24.2,1.1/4,8.2,4,486(-2),[西] 梅田智之
5,4,7,アクセラレート,牡6,54,幸英明,1:24.2,クビ,24.1,10,466(0),[西] 佐々木晶
6,6,11,グランドロワ,牡4,54,松山弘平,1:24.3,3/4,16.1,6,488(+4),[西] 鈴木孝志
7,5,9,フェルトベルク,牝4,52,川島信二,1:24.5,1.1/2,79.1,14,426(+4),[西] 荒川義之
8,3,6,ニシノカブケ,牡6,54,松田大作,1:24.6,1/2,42.0,13,504(-10),[東] 萱野浩二
9,7,13,レントラー,セ6,54,北村友一,1:24.7,クビ,168.8,15,456(0),[西] 松永昌博
10,2,3,タガノアスワド,牝4,53,国分恭介,1:24.7,クビ,7.1,3,502(+2),[西] 五十嵐忠
11,3,5,コウエイダリア,牝4,52,松若風馬,1:24.8,1/2,30.0,11,490(-6),[西] 山内研二
12,7,14,キャンディバローズ,牝5,54,川田将雅,1:25.1,1.1/2,36.9,12,422(-2),[西] 矢作芳人
13,6,12,オーマイガイ,牡5,55,岩崎翼,1:25.1,ハナ,18.7,7,472(+2),[西] 河内洋
14,8,15,サレンティーナ,牡4,55,バルジュ,1:25.1,ハナ,20.9,9,482(+10),[東] 萩原清
15,1,1,レッドリボン,牝4,52,藤岡康太,1:25.3,1.1/2,10.2,5,448(+4),[西] 野中賢二
16,1,2,ホーリーシュラウド,牝6,51,藤懸貴志,1:25.6,1.3/4,244.1,16,460(+2),[西] 斉藤崇史
