着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,2,2,ネロ,牡4,57,勝浦正樹,0:54.6,,2.5,1,466(+4),[西] 森秀行
2,5,6,シンボリディスコ,牡5,57,丹内祐次,0:55.0,2.1/2,15.2,7,492(+6),[東] 高橋祥泰
3,5,7,サンブルエミューズ,牝5,55,西田雄一,0:55.1,3/4,8.1,4,458(+2),[東] 加藤征弘
4,7,10,アンヴァルト,牡8,57,高倉稜,0:55.1,アタマ,11.7,6,486(0),[西] 平田修
5,8,13,エンプレスラブ,牝6,55,吉田隼人,0:55.2,クビ,48.5,10,512(+4),[西] 加藤敬二
6,7,11,エーシンエムディー,牝6,55,松田大作,0:55.2,クビ,5.3,2,470(-4),[西] 大久保龍
7,6,8,シャトルアップ,セ7,57,丸山元気,0:55.3,クビ,7.5,3,502(-6),[東] 黒岩陽一
8,6,9,クーファナイン,牝4,55,松若風馬,0:55.5,1.1/2,22.5,9,468(0),[西] 山内研二
9,4,4,ストロングロビン,牡9,57,丸田恭介,0:55.6,クビ,10.1,5,500(+4),[東] 宗像義忠
10,4,5,ワールンガ,牡5,57,川須栄彦,0:55.8,1.1/4,15.3,8,460(+10),[西] 池添兼雄
11,1,1,タイセイマスタング,牡6,57,義英真,0:56.2,2.1/2,87.4,12,534(-12),[西] 羽月友彦
12,8,12,クリスワールド,牡7,57,鮫島良太,0:56.5,1.3/4,85.4,11,502(+6),[西] 武田博
13,3,3,エリモフェザー,牝5,55,黛弘人,0:56.7,1.1/2,156.9,13,424(+6),[東] 中野栄治
