0,1,2,3
単勝,2,390,2
複勝,2 9 1,150 140 210,2 1 5
枠連,2 - 5,1250,5
馬連,2 - 9,700,1
ワイド,2 - 9 1 - 2 1 - 9,320 700 610,1 10 8
馬単,2 → 9,1350,2
三連複,1 - 2 - 9,2240,5
三連単,2 → 9 → 1,8690,13
