0,1,2,3
単勝,3,570,3
複勝,3 2 5,"200 170 1,300",4 1 11
枠連,2 - 3,1200,4
馬連,2 - 3,1210,4
ワイド,2 - 3 3 - 5 2 - 5,"500 4,330 4,240",5 45 44
馬単,3 → 2,2740,10
三連複,2 - 3 - 5,22440,72
三連単,3 → 2 → 5,94520,312
