0,1,2,3
単勝,9,160,1
複勝,9 7 8,110 170 310,1 3 6
枠連,4 - 5,450,2
馬連,7 - 9,540,2
ワイド,7 - 9 8 - 9 7 - 8,260 400 800,2 4 9
馬単,9 → 7,860,2
三連複,7 - 8 - 9,1440,3
三連単,9 → 7 → 8,4000,4
