0,1,2,3
単勝,14,600,3
複勝,14 7 8,200 140 160,3 1 2
枠連,4 - 8,610,1
馬連,7 - 14,1070,2
ワイド,7 - 14 8 - 14 7 - 8,400 520 290,2 4 1
馬単,14 → 7,2270,4
三連複,7 - 8 - 14,1400,1
三連単,14 → 7 → 8,9020,8
